,premise,text
415,Hand sanitiser sold commercially does not destroy the coronavirus.,Planning a staycation ? Make sure you plan ahead ! Pack your hand sanitiser and masks as they will be needed . It is important that you also have a plan if you get coronavirus whilst on holiday . #Coronavirus HTTPURL
416,Hand sanitiser sold commercially does not destroy the coronavirus.,@USER Can you wipe #coronavirus away with disinfectant wipes ?
417,Hand sanitiser sold commercially does not destroy the coronavirus.,Is that sanitizer safe to carry ? ? #Alcohol content in sanitizer high enough to be a fire hazard .  The heat inside the closed car can cause the chemical in sanitizer to form vapours . #coronavirus #sanitizer #COVID__19 HTTPURL
418,Hand sanitiser sold commercially does not destroy the coronavirus.,"There is no cure for the #Coronavirus , but using soap and water to wash your hands kills it ? Am i missing something ?"
419,Hand sanitiser sold commercially does not destroy the coronavirus.,"Help prevent #Coronavirus spreading . Wash your hands more often than usual , for 20s each time with soap & water , or use hand sanitiser . @USER HTTPURL"
420,Hand sanitiser sold commercially does not destroy the coronavirus.,"During the Covid - 19 crisis , chemists here at Stockholm University decided to produce hand sanitiser for the health care services . So far , almost 8,300 litres have been produced – and production is set to continue . #coronavirus #covid19 #Stockholm HTTPURL"
421,Hand sanitiser sold commercially does not destroy the coronavirus.,The government had on May 6 banned exports of alcohol-based #handsanitiser to ensure its availability in the domestic market as the novel #coronavirus cases soared in the country HTTPURL
422,Hand sanitiser sold commercially does not destroy the coronavirus.,Where can I order hand sanitizer online ? #COVID #elderlyparents #handsanitiser
423,Hand sanitiser sold commercially does not destroy the coronavirus.,BACK TO WORK ? WE HAVE 80 % ALCOHOL HAND SANITISER Recommended formulation was tested by WHO reference laboratories according to EN standards ( EN 1500 ) SHOP NOW ! #HANDSANITISER #COVID19 #BACKTOWORK HTTPURL HTTPURL
424,Hand sanitiser sold commercially does not destroy the coronavirus.,#Coronavirus The people of the world are being lied to by governments regarding the severity and spread of this virus to save the world economy .
425,Hand sanitiser sold commercially does not destroy the coronavirus.,"It 's important to remember that not all #handsanitisers are the same . To ensure you are reducing risk as part of your Covid Secure operations , make sure your hand sanitiser has tested under EN 14476 for full viricidal activity . #professionalhygiene #covid19"
426,Hand sanitiser sold commercially does not destroy the coronavirus.,Handoff is back in stock next week . Now available in two sizes 70ml and 100ml . This go to sanitiser has over 85 % alcohol and hand moisturiser . Available to pre order for immediate dispatch once it arrives . #handsantiser #handsanitizer #WashYourHands #COVID19 #corona HTTPURL
427,Hand sanitiser sold commercially does not destroy the coronavirus.,"Google 's top suggestion ,  homemade hand sanitizer  . #COVID19 #coronavirus"
428,Hand sanitiser sold commercially does not destroy the coronavirus.,Worlds gone mad . P . S anyone selling bulk hand sanitizer ... asking for a friend . In all seriousness wash your hands and see @USER for guidance . #coronavirus #covid19 HTTPURL
429,Hand sanitiser sold commercially does not destroy the coronavirus.,This crazed reaction to the #coronavirus is categorically moronic .
430,Hand sanitiser sold commercially does not destroy the coronavirus.,@USER It 's just a calming effort by the authorities to suggest that washing your hands alone will solve the problem . It 's only one of many precautions we need to take in order to avoid catching the #coronavirus .
431,Hand sanitiser sold commercially does not destroy the coronavirus.,My grandmother has sadly passed away due to the #coronavirus .
432,Hand sanitiser sold commercially does not destroy the coronavirus.,Superdrug is the first high street retailer to announce it will be selling a #coronavirus #antibodytest to the public .
433,Hand sanitiser sold commercially does not destroy the coronavirus.,@USER Can it kill #fluvirus such as #coronavirus #H1N1 etc ?
434,Hand sanitiser sold commercially does not destroy the coronavirus.,The dark forces of the #coronavirus will not win while I 'm on campus .
435,Hand sanitiser sold commercially does not destroy the coronavirus.,i have hand sanitizer on hand hmu #coronavirus
436,Hand sanitiser sold commercially does not destroy the coronavirus.,Keep yourself hygiene during your daily workout in the gym . Simcare hand sanitiser kills 99.9 % of germs and virus ' . It is a gel based formula with 75 % alcohol and a pleasant smell . #Covid_19 #stayhealthy #stayprotected #coronavirus #socialdistancing #simcare #handsanitiser HTTPURL
437,Hand sanitiser sold commercially does not destroy the coronavirus.,Please do not drink disinfectant . It wo n't cure #coronavirus and it might possibly kill you . This seems obvious .
438,Hand sanitiser sold commercially does not destroy the coronavirus.,"In your opinion , is the potential threat from the #coronavirus being exaggerated ?"
439,Hand sanitiser sold commercially does not destroy the coronavirus.,If hand sanitizer is flying off the shelf why is soap in low demand ? #dirtyhands #coronavirus
440,Hand sanitiser sold commercially does not destroy the coronavirus.,"Complaints about anti-competitive conduct during the pandemic mostly relate to sale of hand sanitisers , face masks , toilet paper , flu medication & other essential products at inflated prices . @USER #covid19 #facemasks #sanitiser #competition #consumer HTTPURL"
441,Hand sanitiser sold commercially does not destroy the coronavirus.,Expose #CORONAVIRUS do not hide it destroys every one .
442,Hand sanitiser sold commercially does not destroy the coronavirus.,COVID - 19 CORONAVIRUS UK : POLISH BEVERAGE MANUFACTURER STEPS IN TO ADDRESS NATIONAL HAND SANITISER SHORTAGE FOR ESSENTIAL KEY WORKERS IN THE UK HTTPURL #NHS #COVID19 #coronavirus #KrynicaVitamin HTTPURL
443,Hand sanitiser sold commercially does not destroy the coronavirus.,#CoronavirusOutbreak make your own hand sanitizer ... HTTPURL
444,Hand sanitiser sold commercially does not destroy the coronavirus.,"7T ALCOHOL HAND SANITIZER Available Now ! Fragrance-free , 70 % v / v ethyl alcohol based :waving_hand: #sanitation #handsanitizergel #peakmanprovides #handsanitizer #sanitizer #handwashing #coronavirus #staysafe HTTPURL HTTPURL"
445,Hand sanitiser sold commercially does not destroy the coronavirus.,Have you booked your visit to your favourite restaurant yet ? Make sure that when you visit you 're still washing your hands as much as possible and using hand sanitiser . #coronavirus #handwash #staysafe HTTPURL
446,Hand sanitiser sold commercially does not destroy the coronavirus.,"Does anyone know what the shelf life of the #coronavirus is ? I mean , if someone sneezes on an item in a store , how long does the virus stay alive to infect you ?"
447,Hand sanitiser sold commercially does not destroy the coronavirus.,"#coronavirus It 's amazing to see intelligent , normal people reaching the conclusion that  if they ignore the Coronavirus Pandemic  it will somehow not affect them ."
448,Hand sanitiser sold commercially does not destroy the coronavirus.,"I have some good #news , #hydroxychloriquine can cure the #coronavirus . But , the problem is that it 's not tested ."
449,Hand sanitiser sold commercially does not destroy the coronavirus.,Household Products That Destroy Novel Coronavirus - Consumer Reports HTTPURL #Covid19 #NoHandSanitizer
450,A person can tell if they have coronavirus or not simply by holding their breath.,What are the symptoms of #CoronaVirus ?
451,A person can tell if they have coronavirus or not simply by holding their breath.,"#coronavirus It 's amazing to see intelligent , normal people reaching the conclusion that  if they ignore the Coronavirus Pandemic  it will somehow not affect them ."
452,A person can tell if they have coronavirus or not simply by holding their breath.,Can you get the #coronavirus #COVIDー19 again once you recover ?
453,A person can tell if they have coronavirus or not simply by holding their breath.,Imagine how quickly #coronavirus would spread from one person in a crowded pub .
454,A person can tell if they have coronavirus or not simply by holding their breath.,The person that died of coronavirus was probably killed by Hillary Clinton ! #Coronavirus is a hoax !
455,A person can tell if they have coronavirus or not simply by holding their breath.,"If you are ever worried , go to the doctor . Except when you think you have #coronavirus . Then call helpline or phone the doctors ahead of time and ask them what you should do ."
456,A person can tell if they have coronavirus or not simply by holding their breath.,Breaking : #COVID19 can be passed from one person to the other through breathing or talking @USER
457,A person can tell if they have coronavirus or not simply by holding their breath.,"HTTPURL Innovation in South Korea has produced an efficient method of #coronavirus testing , claiming tests can be performed in a mere 10 minutes ."
458,A person can tell if they have coronavirus or not simply by holding their breath.,@USER #Coronavirus is now at a point where many people do not fear it anymore .
459,A person can tell if they have coronavirus or not simply by holding their breath.,I want to know how people are recovering from #coronavirus . What is the treatment protocol ?
460,A person can tell if they have coronavirus or not simply by holding their breath.,"#Coronavirus no drug is good for you and should be avoided if possible . That said , hydroxychloroquine is by prescription only so a person has to consult their doctor if they want it regardless of what their doctor says ."
461,A person can tell if they have coronavirus or not simply by holding their breath.,"Let 's all have a moment 's silence for all the people who have died , are dying , and will die with #coronavirus without ever being tested , and their deaths recorded as anything but coronavirus ."
462,A person can tell if they have coronavirus or not simply by holding their breath.,@USER #Trump does n't understand that a person can have #COVID19 whether they are tested or not . Testing is how we determine how big of a #pandemic we have .
463,A person can tell if they have coronavirus or not simply by holding their breath.,I want to hear from someone who has caught the #coronavirus . Anyone know of anyone who is willing to share their story ?
464,A person can tell if they have coronavirus or not simply by holding their breath.,Lost my taste #coronavirus ?
465,A person can tell if they have coronavirus or not simply by holding their breath.,Kill #coronavirus on surfaces with STEAM . Simple . Alcohol wipes only do so much .
466,A person can tell if they have coronavirus or not simply by holding their breath.,:face_with_medical_mask: :thinking_face: #Coronavirus question . How come a mask is used to keep me from spreading the virus and not protecting me if others have it ? It seems like the mask is not a one-way device .
467,A person can tell if they have coronavirus or not simply by holding their breath.,@USER Can you have mild #coronavirus ?
468,A person can tell if they have coronavirus or not simply by holding their breath.,#coronavirus Serious question . How do I itch my face if I really have to ? Can I use a tissue ?
469,A person can tell if they have coronavirus or not simply by holding their breath.,so steam bath 4 times day kills #coronavirus ?
470,A person can tell if they have coronavirus or not simply by holding their breath.,"#MondayMotivation If you have n't caught #CoronaVirus yet , consider yourself ahead of the game ."
471,A person can tell if they have coronavirus or not simply by holding their breath.,The #coronavirus does n't have an ethnicity . Only a fool would think otherwise .
472,A person can tell if they have coronavirus or not simply by holding their breath.,There is nothing worse in this world than leaders who promote fear and #coronavirus hysteria so that they can take control of your lives .
473,A person can tell if they have coronavirus or not simply by holding their breath.,You can now ask Siri for help diagnosing if you have Coronavirus #Siri #Coronavirus HTTPURL
474,A person can tell if they have coronavirus or not simply by holding their breath.,"The new 111 online #coronavirus service can quickly tell you what to do if you think you have symptoms , or you think you may have been exposed to the virus when traveling . For this , and more information about coronavirus , visit HTTPURL #COVID19"
475,A person can tell if they have coronavirus or not simply by holding their breath.,Truth or myth ? Holding your breath for 10 seconds without coughing means you do n't have #COVID19 . Myth ! Find out the best way to confirm if you have the disease and learn more from the @USER ' s #mythbusters . HTTPURL HTTPURL
476,A person can tell if they have coronavirus or not simply by holding their breath.,Someone 's smoking a cigarette . How far away can you smell it ? That 's how far away you can catch #coronavirus
477,A person can tell if they have coronavirus or not simply by holding their breath.,"The #coronavirus is primarily spread through coughing and sneezing or by coming in contact with a carrier 's saliva , tears or vomit . You can pick it up by being close to an infected person and breathing their moisture from their respiration . #COVID19 HTTPURL"
478,A person can tell if they have coronavirus or not simply by holding their breath.,Roughly 5000 people have been tested for #coronavirus in the United States . We have zero idea how many people already have the virus and are actively spreading it to others .
479,A person can tell if they have coronavirus or not simply by holding their breath.,@USER Assume you will get ##coronavirus and make your decision based on that .
480,A person can tell if they have coronavirus or not simply by holding their breath.,Do you agree that if #coronavirus had leaked or originated from a Muslim country then the situation would have been different than today ?
481,A person can tell if they have coronavirus or not simply by holding their breath.,Is anyone else concerned that we are not being told the whole truth about #coronavirus in the usa ?
482,A person can tell if they have coronavirus or not simply by holding their breath.,Retweet if you can see past the media lies and think Trump is doing an excellent job leading us through the #Coronavirus crisis .
483,A person can tell if they have coronavirus or not simply by holding their breath.,can #coronavirus be April fool ?
484,A person can tell if they have coronavirus or not simply by holding their breath.,#Coronavirus The people of the world are being lied to by governments regarding the severity and spread of this virus to save the world economy .
485,A person can tell if they have coronavirus or not simply by holding their breath.,"Breaking : 327,999,437 Americans Do Not have #coronavirus , aka Wuhan Flu ."
486,A person can tell if they have coronavirus or not simply by holding their breath.,"@USER I have read the same somewhere , that #CoronaVirus can affect your eyesight ."
487,A person can tell if they have coronavirus or not simply by holding their breath.,"Does anyone know what the shelf life of the #coronavirus is ? I mean , if someone sneezes on an item in a store , how long does the virus stay alive to infect you ?"
488,A person can tell if they have coronavirus or not simply by holding their breath.,"This Just In , President Trump Reveals The New 5 Minute #Covid19 Test ."
489,A person can tell if they have coronavirus or not simply by holding their breath.,Just asking ... has anyone seen an interview or first hand report from someone who has actually had #coronavirus and heard what they have experienced ? My perception is that what we do n't know we tend to invent .
490,A person can tell if they have coronavirus or not simply by holding their breath.,The #coronavirus is an act of war !
491,A person can tell if they have coronavirus or not simply by holding their breath.,you cant let #coronavirus stop you from living your life ! self care people !
492,A person can tell if they have coronavirus or not simply by holding their breath.,if people typing  quarantine day ? ? ?  into devices that automatically track time and have calendar capabilities is a symptom of #CoronaVirus a lot of people have it .
493,A person can tell if they have coronavirus or not simply by holding their breath.,"@USER Your health & the confidence that you are not sick is the nation 's business not just personal . You are our leader & we need to know without a doubt if you have the coronavirus or not . For once , lead by example . #CoronaVirusUpdate #coronavirus @USER"
494,A person can tell if they have coronavirus or not simply by holding their breath.,"#coronavirus update . @USER now saying it is absolutely fine for people to travel hundreds of miles to a relative if they have coronavirus symptoms , with a young child and stay with said relative . On the way you can use public toilets etc"
495,A person can tell if they have coronavirus or not simply by holding their breath.,Have you encountered someone who until now still believes #Covid_19 is a myth ?
496,A person can tell if they have coronavirus or not simply by holding their breath.,Who is spreading #coronavirus more ? The person that is dry coughing and not feeling well & staying home or the person showing no symptoms going about his / her life ? Test everyone that presents themselves for a test . #CoronavirusOutbreak
497,A person can tell if they have coronavirus or not simply by holding their breath.,Hospitals are making everyone wear masks eventhough a mask will do nothing to prevent #coronavirus . So dont tell me it 's not political .
498,A person can tell if they have coronavirus or not simply by holding their breath.,@USER If 80 % of tests create false negatives this will release #covid19 infected people into the community where they will unknowingly spread the #coronavirus . This will spread the disease and innocent people will die .
499,A person can tell if they have coronavirus or not simply by holding their breath.,Wondering how to deal with people who complain about #coronavirus press ? Cough on them .
500,Coronavirus is caused by 5G.,@USER You probably have the Good 5G . It 's only the Bad 5G that causes #COVID19 symptoms ...
501,Coronavirus is caused by 5G.,The #coronavirus was a scam .
502,Coronavirus is caused by 5G.,It 's 100 % #5G ! There is no #coronavirus ! #5GCoronavirus
503,Coronavirus is caused by 5G.,The person that died of coronavirus was probably killed by Hillary Clinton ! #Coronavirus is a hoax !
504,Coronavirus is caused by 5G.,The #coronavirus is an act of war !
505,Coronavirus is caused by 5G.,#Covid_19 is fake . Shut . Up .
506,Coronavirus is caused by 5G.,@USER We will know the truth about Coronavirus and 5G in history book few years later . #coronavirus #5g #truth #History
507,Coronavirus is caused by 5G.,I know its word but #5G could be the cause of this #coronavirus as it sends out higher radiation levels HTTPURL
508,Coronavirus is caused by 5G.,JK the studio is closed indefinitely for #coronavirus .
509,Coronavirus is caused by 5G.,"As more people flood the internet due to #Coronavirus , the world will beg for #5G to be implemented , ASAP . Our privacy will officially be non-existent . It will only speed up the NWO ."
510,Coronavirus is caused by 5G.,Stumbled across this today . Explains #5G and the relevance to #Coronavirus #Covid19 HTTPURL
511,Coronavirus is caused by 5G.,Be Safe from #coronavirus infection .
512,Coronavirus is caused by 5G.,@USER Do people still use Google and Facebook ? ? #5G #CoronaVirus
513,Coronavirus is caused by 5G.,#Coronavirus can some one tell me how it spreaded .
514,Coronavirus is caused by 5G.,What are the symptoms of #CoronaVirus ?
515,Coronavirus is caused by 5G.,Now #coronavirus is a racial issue . Fuck these ppl .
516,Coronavirus is caused by 5G.,Protecting the community from covid 19 and 5g ! Link in bio . #covid19 #5g HTTPURL
517,Coronavirus is caused by 5G.,Now this is interesting HTTPURL #5G #coronavirus #HumanRights #terrorism #wakeup
518,Coronavirus is caused by 5G.,"Corona virus is n't contagious , it 's our body 's reaction to increased substances in the air e . g . 5G radiation #coronavirus #ConspiracyTheories #coronavirusuk #5G"
519,Coronavirus is caused by 5G.,Democrats and the Chinese communist government colluded to create the #coronavirus to bring down Trump . Prove us wrong .
520,Coronavirus is caused by 5G.,What links : #Wuhan #coronavirus and ... #5G ? Covid - 19 Part 1 HTTPURL
521,Coronavirus is caused by 5G.,"More #coronavirus #5G connection . China , 5G , And The Wuhan Coronavirus : The Emperor 's New Virus - ElectricSense HTTPURL"
522,Coronavirus is caused by 5G.,5G does n't give you coronavirus . 5G is a death grid more likely to give someone cancer . The media will parade around the false red herring of a connection between 5G and Covid so they can write off real concerns as ' conspiracy ' . See how that works ? #5GCoronavirus #COVID19 #corona
523,Coronavirus is caused by 5G.,"If you voted for Trump , the spread of #coronavirus is , in part , your fault ."
524,Coronavirus is caused by 5G.,#Coronavirus is a black swan ...
525,Coronavirus is caused by 5G.,No one dies from #covid_19 .
526,Coronavirus is caused by 5G.,Nurse debunks the coronavirus lie . She says that they are trying to introduce a New World Order and they are using COVID - 19 as a coverup . She also talks about the dangers of 5G radiation . #coronavirus #CoronaVirusHOAX #5G #5GCoronavirus #COVID19 #NewWorldOrder HTTPURL
527,Coronavirus is caused by 5G.,Some of yall using this #coronavirus for clout .
528,Coronavirus is caused by 5G.,Myth : #5G causing #CoronaVirus Via @USER Cc : @USER #TrustInTech #5G HTTPURL
529,Coronavirus is caused by 5G.,I want to know how people are recovering from #coronavirus . What is the treatment protocol ?
530,Coronavirus is caused by 5G.,#Coronavirus of course we do .
531,Coronavirus is caused by 5G.,Same in #Wuhan #5G and #coronapocalypse HTTPURL
532,Coronavirus is caused by 5G.,There was no #coronavirus when Obama was president . Just food for thought ...
533,Coronavirus is caused by 5G.,"Paradoxically , burning down #5G towers is only going to spur more surveillance , and it 's not going to impact #coronavirus one way or the other . HTTPURL"
534,Coronavirus is caused by 5G.,"There is no cure for the #Coronavirus , but using soap and water to wash your hands kills it ? Am i missing something ?"
535,Coronavirus is caused by 5G.,I am more concerned about the Diabetes epidemic than #coronavirus .
536,Coronavirus is caused by 5G.,Brits are among the least concerned about 5G and health HTTPURL #5G #Coronavirus
537,Coronavirus is caused by 5G.,Wake me up when #coronavirus ends .
538,Coronavirus is caused by 5G.,Do n't be blaming #coronavirus on #5G 's carnal . We gonna come show you how #5GKILLS for real puto ! HTTPURL
539,Coronavirus is caused by 5G.,#Coronavirus The people of the world are being lied to by governments regarding the severity and spread of this virus to save the world economy .
540,Coronavirus is caused by 5G.,@USER #Coronavirus comes from #GlobalWarming ?
541,Coronavirus is caused by 5G.,Approximately 0.000001 % of the world is currently infected with the #CoronaVirus . Everybody needs to chill .
542,Coronavirus is caused by 5G.,How many Missionaries have #Coronavirus ?
543,Coronavirus is caused by 5G.,how much money is the healthcare industry making off of #coronavirus ?
544,Coronavirus is caused by 5G.,#coronavirus lockdown continues !
545,Coronavirus is caused by 5G.,Which administration has handled #coronavirus the best .
546,Coronavirus is caused by 5G.,@USER I trust that the government will now halt the rollout of #5G in the light of the evidence that it damages the immune system and therefore increases the #Covid_19 risk ?
547,Coronavirus is caused by 5G.,I really dont care if Ted Cruz gets the #coronavirus . I just dont care .
548,Coronavirus is caused by 5G.,@USER #Covid_19 IS A FRAUD .
549,Coronavirus is caused by 5G.,The global rollout of 5G services have been significantly pushed back as a result of the COVID - 19 crisis . #5GCoronavirus #COVID19 HTTPURL
550,We're very close to a vaccine.," It will go away , just stay calm ,  Trump says about #coronavirus .  Be calm . It 's really working out . And a lot of good things are going to happen . "
551,We're very close to a vaccine.,US President Donald Trump said the United States will have a #COVID19 vaccine by the end of this year . Trump insisted he would be happy for another country to beat US researchers to the medicine .
552,We're very close to a vaccine.,#Coronavirus that 's what socialist countries do . Glad to see we 're doing it .
553,We're very close to a vaccine.,Y'all got any of them beautiful #coronavirus tests ?
554,We're very close to a vaccine.,Two people just died of the #coronavirus in Florida . But Dr Trump said “ hE sToPpED iT ”
555,We're very close to a vaccine.,"@USER You can't even get tests for #Covid19 , how do you expect to get a vaccine ?"
556,We're very close to a vaccine.,"@USER ' s #Coronavirus wisdom 3/6/2020 & 5/11/2020 “ Anybody that needs a test , gets a test . We - they 're there . They have the tests . And the tests are beautiful ” & “ If somebody wants to be tested right now they 'll be able to be tested . ” We still do n't have enough testing"
557,We're very close to a vaccine.,What I just can't get is that we do n't have a vaccine for ‘ the common cold ' BUT we 're expecting a ‘ miracle ' vaccine for #coronavirus ? Hmmmmm . Once again ... all about the Benjamin 's :middle_finger: $ :middle_finger: $ .
558,We're very close to a vaccine.,We 're in very good shape ... really good shape ... very good shape ... Governors are in really good shape now ... we 're in very good shape . #trumppressconference #trumppressconf #TrumpPressBriefing #coronavirus #COVIDー19
559,We're very close to a vaccine.,"He goes on to say they 're working on it and they 're going to get it done , but they do n't have a plan yet . #COVID19 #Coronavirus"
560,We're very close to a vaccine.,“ It 's ( #coronavirus ) going away . It 'll go away . Things go away . No question in my mind that it will go away . ” @USER HTTPURL
561,We're very close to a vaccine.,#BREAKING  within three days [ they ] developed a potential vaccine   we are about a month away from sticking the first patient with a potential vaccine  #coronavirus @USER HTTPURL
562,We're very close to a vaccine.,‘ I 'll be right eventually . I said it 's going to disappear . I 'll say it again : It 's going to disappear — and I 'll be right . ' — President Trump on the coronavirus pandemic @USER #coronavirus #COVID19
563,We're very close to a vaccine.,"If everything is under control with #Coronavirus and it 's just a hoax , then why do we need an emergency rate cut ?"
564,We're very close to a vaccine.,Just a query . Would n't a #coronavirus vaccine be science and not a miracle ( in the sense that Evangelical Christians like Pence use the term  miracle ) ?
565,We're very close to a vaccine.,So ... is the US just going to pretend #coronavirus is gone and we 're supposed to go back to normal now ? I do n't understand the messaging .
566,We're very close to a vaccine.,#COVID19 How did the US get the virus strains so soon to start the first human testing of a vaccine against COVID - 19 ?
567,We're very close to a vaccine.,"ALTHOUGH TRUMP BLEW HIS CHANCE TO CONTAIN THIS NOVEL #CORONAVIRUS , HE NOW SAYS HE'S HAS  TREMENDOUS CONTROL OVER  IT . WAIT , WHAT ?  This is a very contagious virus . It 's incredible . But it 's something that we have tremendous control over ” HTTPURL 02 #FBR"
568,We're very close to a vaccine.,"ALTHOUGH TRUMP BLEW HIS CHANCE TO CONTAIN THIS NOVEL #CORONAVIRUS , HE NOW SAYS HE'S HAS  TREMENDOUS CONTROL OVER  IT . WAIT , WHAT ?  This is a very contagious virus . It 's incredible . But it 's something that we have tremendous control over ” HTTPURL 03 #FBR"
569,We're very close to a vaccine.,@USER I still can't get a #coronavirus test .
570,We're very close to a vaccine.,"“ We 're watching Italy very closely , South Korea very closely , even Japan very closely , ” Trump said . More travel restrictions will be announced “ relatively soon ” to prevent the #Coronavirus from spreading , @USER chief @USER said on March 3 . HTTPURL"
571,We're very close to a vaccine.,"Over to you @USER Trump on the number of #COVID19 cases : “ If we stop testing right now , we 'd have very few cases , if any . ”"
572,We're very close to a vaccine.,"Trump on people w / o health insurance w / #coronavirus :  They have a big problem & we 're going to look at the uninsured people that , you know , this came out as a surprise to all of us . It just happened . It shows what can happen in life ...  HTTPURL 03 #FBR"
573,We're very close to a vaccine.,We 're all losing so much time . Time that we can never get back . that is today 's #COVID19 take that I can't stop thinking about .
574,We're very close to a vaccine.,Is anyone else concerned that we are not being told the whole truth about #coronavirus in the usa ?
575,We're very close to a vaccine.,"Trump : Everything is under control . The tests are there . The tests are beautiful . Believe me , we have everything totally under control . Bigly . #Covid_19 HTTPURL"
576,We're very close to a vaccine.,Trump : “ We 're having to fix a problem that four weeks ago nobody ever thought would be a problem ... You read about them from 1917 ... this came out of nowhere and .. actually it came out of China which is the way it works ” #DonaldTrump #Covid_19 #CoronaVirusUpdate #coronavirus HTTPURL
577,We're very close to a vaccine.,#Coronavirus I 'm very relieved the team convinced Trump to extend the guidelines through at least the end of April .
578,We're very close to a vaccine.,I 'm so glad that @USER recovered from the #coronavirus . We 're all super lucky .
579,We're very close to a vaccine.,"@USER Different from flu . Four percent death rate and we are just getting started . In addition , we have a vaccine for the flu , we have no vaccine for #COVID19 ."
580,We're very close to a vaccine.,@USER U . S . has highest rate of #coronavirus of any country in world because we 've tested more people than any country .
581,We're very close to a vaccine.,Did n't I hear where Trump now considers #CoronaVirus the flu ?
582,We're very close to a vaccine.,@USER Right . Nicely said @USER . #CoronaVirus is #FakeNews . It 's a Democratic Party hoax ...
583,We're very close to a vaccine.,"If you 're the governor and you have a lab that could conduct #Coronavirus testing in your state , you 'd know it was there . It 's not like there are secret scientific labs doing this ."
584,We're very close to a vaccine.,"President Donald Trump says , US is working with India on developing a #vaccine for #COVID19 , praising Indian-Americans as great scientists and researchers ."
585,We're very close to a vaccine.,The #coronavirus was a scam .
586,We're very close to a vaccine.,The #coronavirus does n't have an ethnicity . Only a fool would think otherwise .
587,We're very close to a vaccine.,"America has more than 1/5 of the world 's cases of the #coronavirus , and cases are only going up . Something is wrong ."
588,We're very close to a vaccine.,"It 's sad that still for a large demographic of people , #coronavirus needs to hit closer to home before it 's actually seen as a real threat ."
589,We're very close to a vaccine.,"Had my #COVID19 test this morning , that swab is n't pleasant . We 'll see what 's what in a couple of days ."
590,We're very close to a vaccine.,“ I believe it will occur . ” Dr . Anthony Fauci tells @USER when she asks at a House heading if a #covid19 vaccine will be a reality .
591,We're very close to a vaccine.,#Coronavirus of course we do .
592,We're very close to a vaccine.,Looks like we 'll blow past 60k #coronavirus cases today .
593,We're very close to a vaccine.,"So now that we 've surpassed 90,000 deaths in a few months , can we drop the narrative that #covid19 is less deadly than the flu ?"
594,We're very close to a vaccine.,"Yes , I think #COVID19 will kill me . That 's just a fact ."
595,We're very close to a vaccine.,"President Trump says in regards to the #coronavirus ,  we 've tested close to 65 million people and no one is even close .  He says we have the  number 1 testing in the world and the highest quality test .  #8NN #BeInformedVegas HTTPURL"
596,We're very close to a vaccine.,#COVID19 when are we all getting tests ?
597,We're very close to a vaccine.,The person that died of coronavirus was probably killed by Hillary Clinton ! #Coronavirus is a hoax !
598,We're very close to a vaccine.,"#Coronavirus every day  is changing course ,  says @USER .  We 're watching it and we 're capturing it . "
599,We're very close to a vaccine.,"Whatever you may think of #COVID19 , let 's all take a moment to appreciate those who are putting their health on the line to test the #vaccine ."
600,SARS-CoV-2 can survive for weeks on surfaces.,"Overall , SARS-CoV - 2 can be highly stable in a favourable environment , but it is also susceptible to standard disinfection methods . #COVID19"
601,SARS-CoV-2 can survive for weeks on surfaces.,"Has anyone ever considered that since #Covid-19 can live on surfaces for up to 3 days , that the postal system could be a vector for spread ?"
602,SARS-CoV-2 can survive for weeks on surfaces.,:newspaper: The SARS-CoV - 2 virus endures for days on plastic or metal but disintegrates soon after landing on copper surfaces . Here 's why : #Covid #Copper #metal HTTPURL
603,SARS-CoV-2 can survive for weeks on surfaces.,#SARS-Cov-2 #COVID19 is rising by 20 % in my area . Not good folks not good .
604,SARS-CoV-2 can survive for weeks on surfaces.,“ A study out this week finds that the virus can survive on hard surfaces such as plastic and stainless steel for up to 72 hours and on cardboard for up to 24 hours . ” #coronavirus HTTPURL
605,SARS-CoV-2 can survive for weeks on surfaces.,@USER Can anyone answer a simple question . How long can the #Covid-19 live on a surface ?
606,SARS-CoV-2 can survive for weeks on surfaces., New test led by the usa govt scientists show that the virus can live in the air for several hours and on some surfaces for up to three days ... eg it can only survive for a day on a cardboard and several days on a glass  #CoronaVirusUpdate #Covid_19
607,SARS-CoV-2 can survive for weeks on surfaces.,#COVID19 tests that take 2 weeks to get results are useless .
608,SARS-CoV-2 can survive for weeks on surfaces.,"#Coronavirus The virus is transmitted through direct contact with respiratory droplets of an infected person ( generated through coughing and sneezing ) , and touching surfaces contaminated with the virus . The COVID - 19 virus may survive on surfaces for several hours ."
609,SARS-CoV-2 can survive for weeks on surfaces.,Kill #coronavirus on surfaces with STEAM . Simple . Alcohol wipes only do so much .
610,SARS-CoV-2 can survive for weeks on surfaces.,New #COVID19 preprint : SARS-CoV - 2 RNA shedding in recovered COVID - 19 cases and the presence of antibodies against SARS-CoV - 2 in recovered COVID - 19 cases and close contacts HTTPURL
611,SARS-CoV-2 can survive for weeks on surfaces.,How long does #coronavirus survive on different surfaces ? HTTPURL
612,SARS-CoV-2 can survive for weeks on surfaces.,HTTPURL Virus can ( at least in this identified circumstance ) remain infectious in the air for 16 hours ? Thats a sub-optimal development even if they are half wrong . #hvac #ventilation #COVID19 #SARS_CoV_2
